"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",17.0307860415466,6.11650848308294,2.78439670093656,0.00623314343330904
"2","SMI",1.24458501625796,0.447364332681758,2.78203899000442,0.00627579328714483
"3","wind_mph_interpol",0.607540068769399,0.123215795136897,4.93069957544323,2.659850422702e-06
"4","solar_rad_W_sqm_interpol",0.0063074923485158,0.00309844189780029,2.03569812072118,0.0439827112278729
