"","term","contrast","null.value","estimate","conf.low","conf.high","adj.p.value"
"1","trial","2-1",0,10.6862826475606,9.74079758936461,11.6317677057567,2.40840680731935e-11
"2","trial","3-1",0,2.45609227696486,1.56269751965007,3.34948703427965,2.4815594024119e-11
"3","trial","4-1",0,7.32020361409081,6.4632930836689,8.17711414451272,2.40840680731935e-11
"4","trial","5-1",0,7.20944791366689,6.26396285547086,8.15493297186292,2.40840680731935e-11
"5","trial","3-2",0,-8.23019037059578,-9.15867851046055,-7.30170223073101,2.40840680731935e-11
"6","trial","4-2",0,-3.36607903346983,-4.25951716262033,-2.47264090431933,2.41306974402278e-11
"7","trial","5-2",0,-3.47683473389375,-4.45554716803563,-2.49812229975186,2.41341391316041e-11
"8","trial","4-3",0,4.86411133712595,4.02599208084701,5.70223059340488,2.40840680731935e-11
"9","trial","5-3",0,4.75335563670203,3.82486749683726,5.68184377656681,2.40840680731935e-11
"10","trial","5-4",0,-0.110755700423915,-1.00419382957442,0.782682428726587,0.997188049377272
"11","tmt:trial","cool-humid:1-cool-dry:1",0,27.32719887955,24.7839309801907,29.8704667789093,2.40840680731935e-11
"12","tmt:trial","hot-dry:1-cool-dry:1",0,25.0500560224062,22.5067881230469,27.5933239217655,2.40840680731935e-11
"13","tmt:trial","hot-humid:1-cool-dry:1",0,59.2387026491658,56.9506677552607,61.5267375430709,2.40840680731935e-11
"14","tmt:trial","cool-dry:2-cool-dry:1",0,-0.142689075631605,-2.6859569749909,2.40057882372769,1
"15","tmt:trial","cool-humid:2-cool-dry:1",0,74.0991036414565,71.5558357420972,76.6423715408158,2.40840680731935e-11
"16","tmt:trial","hot-dry:2-cool-dry:1",0,15.5353781512588,12.9921102518995,18.0786460506181,2.40840680731935e-11
"17","tmt:trial","hot-humid:2-cool-dry:1",0,66.5968067226859,64.0535388233266,69.1400746220452,2.40840680731935e-11
"18","tmt:trial","cool-dry:3-cool-dry:1",0,-1.4748319327746,-3.67736654224923,0.727702676700042,0.681326913637231
"19","tmt:trial","cool-humid:3-cool-dry:1",0,57.2632492997187,54.7199814003594,59.806517199078,2.40840680731935e-11
"20","tmt:trial","hot-dry:3-cool-dry:1",0,14.4427450980375,11.8994771986782,16.9860129973968,2.40840680731935e-11
"21","tmt:trial","hot-humid:3-cool-dry:1",0,50.3185994397726,47.7753315404133,52.8618673391319,2.40840680731935e-11
"22","tmt:trial","cool-dry:4-cool-dry:1",0,1.57109243697414,-0.972175462385158,4.11436033633344,0.806988524597314
"23","tmt:trial","cool-humid:4-cool-dry:1",0,63.7851680672259,61.5826334577512,65.9877026767005,2.40840680731935e-11
"24","tmt:trial","hot-dry:4-cool-dry:1",0,12.5765406162448,10.3740060067702,14.7790752257194,2.40840680731935e-11
"25","tmt:trial","hot-humid:4-cool-dry:1",0,66.4272268907536,63.8839589913943,68.9704947901129,2.40840680731935e-11
"26","tmt:trial","cool-dry:5-cool-dry:1",0,-5.30747899159805,-7.85074689095734,-2.76421109223875,5.30248067676098e-11
"27","tmt:trial","cool-humid:5-cool-dry:1",0,69.0791036414567,66.5358357420974,71.622371540816,2.40840680731935e-11
"28","tmt:trial","hot-dry:5-cool-dry:1",0,10.1525490196059,7.60928112024663,12.6958169189652,2.40840680731935e-11
"29","tmt:trial","hot-humid:5-cool-dry:1",0,68.2570868347301,65.7138189353708,70.8003547340894,2.40840680731935e-11
"30","tmt:trial","hot-dry:1-cool-humid:1",0,-2.27714285714374,-4.82041075650304,0.266125042215554,0.150028259666102
"31","tmt:trial","hot-humid:1-cool-humid:1",0,31.9115037696158,29.6234688757108,34.1995386635209,2.40840680731935e-11
"32","tmt:trial","cool-dry:2-cool-humid:1",0,-27.4698879551816,-30.0131558545409,-24.9266200558223,2.40840680731935e-11
"33","tmt:trial","cool-humid:2-cool-humid:1",0,46.7719047619065,44.2286368625472,49.3151726612658,2.40840680731935e-11
"34","tmt:trial","hot-dry:2-cool-humid:1",0,-11.7918207282912,-14.3350886276505,-9.24855282893186,2.40840680731935e-11
"35","tmt:trial","hot-humid:2-cool-humid:1",0,39.2696078431359,36.7263399437766,41.8128757424952,2.40840680731935e-11
"36","tmt:trial","cool-dry:3-cool-humid:1",0,-28.8020308123246,-31.0045654217992,-26.5994962028499,2.40840680731935e-11
"37","tmt:trial","cool-humid:3-cool-humid:1",0,29.9360504201688,27.3927825208095,32.4793183195281,2.40840680731935e-11
"38","tmt:trial","hot-dry:3-cool-humid:1",0,-12.8844537815125,-15.4277216808718,-10.3411858821532,2.40840680731935e-11
"39","tmt:trial","hot-humid:3-cool-humid:1",0,22.9914005602226,20.4481326608633,25.5346684595819,2.40840680731935e-11
"40","tmt:trial","cool-dry:4-cool-humid:1",0,-25.7561064425758,-28.2993743419351,-23.2128385432165,2.40840680731935e-11
"41","tmt:trial","cool-humid:4-cool-humid:1",0,36.4579691876759,34.2554345782013,38.6605037971505,2.40840680731935e-11
"42","tmt:trial","hot-dry:4-cool-humid:1",0,-14.7506582633052,-16.9531928727798,-12.5481236538305,2.40840680731935e-11
"43","tmt:trial","hot-humid:4-cool-humid:1",0,39.1000280112036,36.5567601118443,41.6432959105629,2.40840680731935e-11
"44","tmt:trial","cool-dry:5-cool-humid:1",0,-32.634677871148,-35.1779457705073,-30.0914099717887,2.40840680731935e-11
"45","tmt:trial","cool-humid:5-cool-humid:1",0,41.7519047619067,39.2086368625474,44.295172661266,2.40840680731935e-11
"46","tmt:trial","hot-dry:5-cool-humid:1",0,-17.1746498599441,-19.7179177593034,-14.6313819605848,2.40840680731935e-11
"47","tmt:trial","hot-humid:5-cool-humid:1",0,40.9298879551801,38.3866200558208,43.4731558545394,2.40840680731935e-11
"48","tmt:trial","hot-humid:1-hot-dry:1",0,34.1886466267596,31.9006117328545,36.4766815206647,2.40840680731935e-11
