"","effect","group","term","estimate","std.error","statistic","df","p.value"
"1","fixed",NA,"(Intercept)",280.987226192726,26.7700210823049,10.4963393689092,109.79195899265,2.88620917477821e-18
"2","fixed",NA,"SVL_mm",0.703580230647888,0.375103084920241,1.87569833182655,117.631416926451,0.063175700774365
"3","fixed",NA,"VPD_kPa_int",-3.52646510224559,3.69839680402516,-0.953511829343881,14.9848897098508,0.355459961695809
"4","fixed",NA,"solar_rad_W_sqm_interpol",0.0349892849481396,0.0129342063392553,2.70517448310277,34.5340770545632,0.0105274424325088
"5","ran_pars","capture_date","sd__(Intercept)",16.7915227548475,NA,NA,NA,NA
"6","ran_pars","Residual","sd__Observation",13.2371193471494,NA,NA,NA,NA
