"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",16.9300099058088,6.1302690748095,2.76170747143508,0.00666262502799049
"2","SMI",1.21918484831636,0.449627452521504,2.7115445052992,0.00768900156109791
"3","VPD_kPa_int",-0.44526493420938,0.615362395870332,-0.723581644243347,0.470742582008031
"4","wind_mph_interpol",0.750461594004653,0.232930513941416,3.22182603432284,0.00164318686097574
"5","solar_rad_W_sqm_interpol",0.00683645305315746,0.0031895166344136,2.14341351269183,0.0341153195933805
