date;time;temperature_F;wind_speed_mph;relative_humidity_percent;solar_radiation_W_sqm;precipitation_inches
6/29/21;10:00 AM;70.5;2.9;70.1;693.3;*
6/29/21;10:15 AM;71.5;3.2;68.8;739.1;*
6/29/21;10:30 AM;71.7;3.7;68.4;780.8;*
6/29/21;10:45 AM;71.8;4.3;68.1;819.6;*
6/29/21;11:00 AM;72.9;3.8;66.7;854.2;*
6/29/21;11:15 AM;73.1;3.3;66.6;884.6;*
6/29/21;11:30 AM;74.3;3.2;64.5;910.8;*
6/29/21;11:45 AM;75.6;2.5;61.9;932.4;*
6/29/21;12:00 PM;76.7;3.0;59.7;950.9;*
6/29/21;12:15 PM;77.9;3.5;59.0;966.3;*
6/29/21;12:30 PM;78.6;2.9;57.5;974.8;*
6/29/21;12:45 PM;79.3;3.5;55.8;983.7;*
6/29/21;1:00 PM;80.3;3.7;53.6;988.2;*
6/29/21;1:15 PM;81.3;4.3;53.1;989.0;*
6/29/21;1:30 PM;81.1;4.4;50.5;986.6;*
6/29/21;1:45 PM;78.5;5.6;54.3;976.9;*
6/29/21;2:00 PM;76.6;6.1;57.2;968.6;*
6/29/21;2:15 PM;77.8;4.3;55.7;952.7;*
6/29/21;2:30 PM;79.8;3.5;54.2;931.9;*
6/29/21;2:45 PM;79.3;4.3;53.3;910.3;*
6/29/21;3:00 PM;78.2;4.4;55.1;883.3;*
6/29/21;3:15 PM;79.2;4.4;54.8;853.5;*
6/29/21;3:30 PM;80.1;4.5;52.6;817.4;*
6/29/21;3:45 PM;80.5;4.1;51.9;777.8;*
6/29/21;4:00 PM;80.8;4.3;50.9;738.6;*
6/29/21;4:15 PM;80.4;5.0;49.2;696.6;*
6/29/21;4:30 PM;80.4;4.4;49.3;650.9;*
6/29/21;4:45 PM;80.9;3.6;50.2;601.8;*
6/29/21;5:00 PM;78.3;4.6;53.5;554.0;*
6/29/21;5:15 PM;76.9;3.1;55.8;505.8;*
6/29/21;5:30 PM;75.5;3.9;57.5;457.3;*
6/29/21;5:45 PM;73.5;4.7;60.1;411.1;*
6/29/21;6:00 PM;72.5;3.8;61.1;362.6;*
6/29/21;6:15 PM;72.2;3.3;61.5;313.3;*
6/29/21;6:30 PM;71.4;3.8;62.9;263.9;*
6/29/21;6:45 PM;70.8;3.4;64.0;150.9;*
6/29/21;7:00 PM;69.7;3.0;66.3;61.4;*
6/29/21;7:15 PM;68.5;3.5;68.9;57.3;*
6/29/21;7:30 PM;66.7;2.9;72.5;38.8;*
6/29/21;7:45 PM;64.5;3.6;77.1;27.8;*
6/29/21;8:00 PM;63.2;2.6;80.8;17.0;*
6/29/21;8:15 PM;61.8;3.7;84.4;7.2;*
6/29/21;8:30 PM;60.4;3.2;88.6;0.6;*
6/29/21;8:45 PM;59.6;2.3;90.6;0.0;*
6/29/21;9:00 PM;58.7;1.1;93.3;0.0;*
6/29/21;9:15 PM;57.7;3.3;96.6;0.0;*
6/29/21;9:30 PM;57.2;0.6;99.7;0.0;*
6/29/21;9:45 PM;57.2;1.6;100.0;0.0;*
6/29/21;10:00 PM;57.1;2.9;100.0;0.0;*
6/29/21;10:15 PM;57.1;3.2;100.0;0.0;*
6/29/21;10:30 PM;57.2;2.5;100.0;0.0;*
6/29/21;10:45 PM;57.2;3.1;100.0;0.2;*
6/29/21;11:00 PM;57.2;1.8;100.0;0.4;*
6/29/21;11:15 PM;57.3;3.1;100.0;0.2;*
6/29/21;11:30 PM;57.3;2.4;100.0;0.1;*
6/29/21;11:45 PM;57.3;3.0;100.0;0.2;*
6/30/21;12:00 AM;57.4;0.9;100.0;0.2;*
6/30/21;12:15 AM;57.5;0.1;100.0;0.3;*
6/30/21;12:30 AM;57.5;0.1;100.0;0.1;*
6/30/21;12:45 AM;57.5;0.2;100.0;0.0;*
6/30/21;1:00 AM;57.5;0.1;100.0;0.0;*
6/30/21;1:15 AM;57.4;0.1;100.0;0.0;*
6/30/21;1:30 AM;57.3;1.2;100.0;0.0;*
6/30/21;1:45 AM;57.2;2.0;100.0;0.0;*
6/30/21;2:00 AM;57.2;1.6;100.0;0.0;*
6/30/21;2:15 AM;57.2;2.1;100.0;0.0;*
6/30/21;2:30 AM;57.3;1.9;100.0;0.3;*
6/30/21;2:45 AM;57.4;1.1;100.0;0.2;*
6/30/21;3:00 AM;57.4;1.4;100.0;0.2;*
6/30/21;3:15 AM;57.3;0.8;100.0;0.1;*
6/30/21;3:30 AM;57.5;0.1;100.0;0.3;*
6/30/21;3:45 AM;57.5;0.1;100.0;0.2;*
6/30/21;4:00 AM;57.2;0.1;100.0;0.0;*
6/30/21;4:15 AM;57.2;0.1;100.0;0.3;*
6/30/21;4:30 AM;57.2;0.1;100.0;0.2;*
6/30/21;4:45 AM;57.1;0.1;100.0;0.0;*
6/30/21;5:00 AM;57.0;0.1;100.0;0.1;*
6/30/21;5:15 AM;56.8;2.3;100.0;0.1;*
6/30/21;5:30 AM;56.7;2.8;100.0;0.2;*
6/30/21;5:45 AM;56.8;0.1;100.0;0.8;*
6/30/21;6:00 AM;56.8;0.1;100.0;2.4;*
6/30/21;6:15 AM;56.7;0.1;100.0;5.9;*
6/30/21;6:30 AM;56.6;0.8;100.0;13.6;*
6/30/21;6:45 AM;56.7;1.7;100.0;21.8;*
6/30/21;7:00 AM;56.8;1.9;100.0;31.3;*
6/30/21;7:15 AM;56.8;1.5;100.0;44.8;*
6/30/21;7:30 AM;57.2;0.1;100.0;62.5;*
6/30/21;7:45 AM;57.5;0.1;100.0;81.2;*
6/30/21;8:00 AM;58.0;0.1;100.0;111.7;*
6/30/21;8:15 AM;58.1;2.2;100.0;128.1;*
6/30/21;8:30 AM;58.3;1.7;100.0;152.4;*
6/30/21;8:45 AM;58.8;1.6;100.0;154.8;*
6/30/21;9:00 AM;59.0;1.4;100.0;193.1;*
6/30/21;9:15 AM;59.9;0.9;100.0;257.5;*
6/30/21;9:30 AM;60.8;2.6;98.6;302.7;*
6/30/21;9:45 AM;61.5;2.2;96.4;324.5;*
6/30/21;10:00 AM;62.3;2.3;94.5;404.4;*
6/30/21;10:15 AM;63.7;2.6;91.7;659.8;*
6/30/21;10:30 AM;65.8;1.9;86.4;810.9;*
6/30/21;10:45 AM;68.1;2.6;80.9;839.9;*
6/30/21;11:00 AM;68.6;2.5;78.3;875.5;*
6/30/21;11:15 AM;70.2;2.3;75.9;906.8;*
6/30/21;11:30 AM;71.2;3.1;73.1;934.3;*
6/30/21;11:45 AM;72.2;2.8;70.9;958.6;*
6/30/21;12:00 PM;73.5;3.1;68.5;977.4;*
6/30/21;12:15 PM;74.1;3.9;68.0;994.3;*
6/30/21;12:30 PM;74.5;4.4;66.8;1005.9;*
6/30/21;12:45 PM;75.3;4.8;66.2;1014.1;*
6/30/21;1:00 PM;75.2;5.0;66.1;1015.8;*
6/30/21;1:15 PM;74.7;5.4;66.2;1017.2;*
6/30/21;1:30 PM;74.5;6.1;66.3;1016.1;*
6/30/21;1:45 PM;74.5;5.9;66.2;1008.9;*
6/30/21;2:00 PM;75.4;5.2;65.8;997.5;*
6/30/21;2:15 PM;75.5;5.7;65.4;983.1;*
6/30/21;2:30 PM;75.4;6.0;65.0;966.7;*
6/30/21;2:45 PM;74.9;5.5;66.2;945.2;*
6/30/21;3:00 PM;75.3;4.8;65.6;918.6;*
6/30/21;3:15 PM;74.7;6.7;66.2;888.1;*
6/30/21;3:30 PM;73.8;5.8;67.9;854.0;*
6/30/21;3:45 PM;73.8;5.6;68.3;814.7;*
6/30/21;4:00 PM;72.3;7.2;70.1;775.1;*
6/30/21;4:15 PM;72.8;5.0;70.6;732.3;*
6/30/21;4:30 PM;71.7;6.3;71.8;685.0;*
6/30/21;4:45 PM;70.9;6.3;73.4;636.8;*
6/30/21;5:00 PM;70.5;6.3;74.0;588.5;*
6/30/21;5:15 PM;70.5;5.4;73.8;538.3;*
6/30/21;5:30 PM;69.8;6.4;74.6;488.8;*
6/30/21;5:45 PM;69.3;5.1;75.6;438.8;*
6/30/21;6:00 PM;69.5;4.2;75.4;387.0;*
6/30/21;6:15 PM;69.0;4.5;75.8;335.8;*
6/30/21;6:30 PM;68.5;4.4;76.8;284.5;*
6/30/21;6:45 PM;67.0;4.4;80.5;156.2;*
6/30/21;7:00 PM;65.9;4.6;84.0;53.5;*
6/30/21;7:15 PM;65.4;4.2;85.5;52.2;*
6/30/21;7:30 PM;64.4;3.0;88.2;34.2;*
6/30/21;7:45 PM;63.2;2.5;90.9;23.6;*
6/30/21;8:00 PM;62.2;4.0;91.3;13.8;*
6/30/21;8:15 PM;61.4;2.4;92.3;5.3;*
6/30/21;8:30 PM;60.4;2.3;95.2;0.1;*
6/30/21;8:45 PM;59.7;2.9;97.7;0.0;*
6/30/21;9:00 PM;58.9;2.5;99.3;0.0;*
6/30/21;9:15 PM;58.4;2.6;100.0;0.0;*
6/30/21;9:30 PM;58.1;2.3;100.0;0.0;*
6/30/21;9:45 PM;57.9;2.7;100.0;0.0;*
6/30/21;10:00 PM;57.8;2.0;100.0;0.0;*
6/30/21;10:15 PM;57.8;0.5;100.0;0.0;*
6/30/21;10:30 PM;57.6;0.1;100.0;0.1;*
6/30/21;10:45 PM;57.5;2.6;100.0;0.2;*
6/30/21;11:00 PM;57.5;2.9;100.0;0.2;*
6/30/21;11:15 PM;57.4;0.3;100.0;0.2;*
6/30/21;11:30 PM;57.2;0.1;100.0;0.1;*
6/30/21;11:45 PM;57.1;0.1;100.0;0.0;*
7/1/21;12:00 AM;56.9;0.1;100.0;0.1;*
7/1/21;12:15 AM;57.0;0.1;100.0;0.2;*
7/1/21;12:30 AM;57.1;0.1;100.0;0.3;*
7/1/21;12:45 AM;57.0;0.1;100.0;0.1;*
7/1/21;1:00 AM;57.1;0.1;100.0;0.2;*
7/1/21;1:15 AM;57.0;0.1;100.0;0.2;*
7/1/21;1:30 AM;57.1;0.1;100.0;0.2;*
7/1/21;1:45 AM;57.3;0.1;100.0;0.4;*
7/1/21;2:00 AM;57.5;0.1;100.0;0.5;*
7/1/21;2:15 AM;57.7;0.1;100.0;0.4;*
7/1/21;2:30 AM;57.7;0.1;100.0;0.4;*
7/1/21;2:45 AM;57.8;0.1;100.0;0.3;*
7/1/21;3:00 AM;57.8;0.1;100.0;0.2;*
7/1/21;3:15 AM;57.7;0.1;100.0;0.3;*
7/1/21;3:30 AM;57.7;0.1;100.0;0.2;*
7/1/21;3:45 AM;57.8;0.1;100.0;0.2;*
7/1/21;4:00 AM;57.8;0.1;100.0;0.2;*
7/1/21;4:15 AM;57.8;0.1;100.0;0.2;*
7/1/21;4:30 AM;57.7;0.1;100.0;0.0;*
7/1/21;4:45 AM;57.5;0.1;100.0;0.1;*
7/1/21;5:00 AM;57.5;0.1;100.0;0.2;*
7/1/21;5:15 AM;57.5;0.1;100.0;0.3;*
7/1/21;5:30 AM;57.5;0.1;100.0;0.2;*
7/1/21;5:45 AM;57.4;0.1;100.0;0.5;*
7/1/21;6:00 AM;57.6;0.1;100.0;1.8;*
7/1/21;6:15 AM;57.5;0.1;100.0;3.4;*
7/1/21;6:30 AM;57.6;0.1;100.0;6.8;*
7/1/21;6:45 AM;57.8;0.1;100.0;10.5;*
7/1/21;7:00 AM;58.0;0.1;100.0;16.6;*
7/1/21;7:15 AM;58.0;0.1;100.0;25.4;*
7/1/21;7:30 AM;58.1;0.1;100.0;35.4;*
7/1/21;7:45 AM;58.3;0.1;100.0;37.0;*
7/1/21;8:00 AM;58.5;0.1;100.0;51.3;*
7/1/21;8:15 AM;58.5;0.1;100.0;62.7;*
7/1/21;8:30 AM;58.6;0.1;100.0;81.3;*
7/1/21;8:45 AM;58.7;0.1;100.0;108.6;*
7/1/21;9:00 AM;59.0;0.1;100.0;131.2;*
7/1/21;9:15 AM;59.6;0.1;100.0;167.2;*
7/1/21;9:30 AM;60.1;2.7;100.0;214.3;*
7/1/21;9:45 AM;61.2;1.9;100.0;300.2;*
7/1/21;10:00 AM;62.1;2.0;99.5;416.0;*
7/1/21;10:15 AM;64.0;2.7;94.9;649.2;*
7/1/21;10:30 AM;65.2;3.1;89.4;817.3;*
7/1/21;10:45 AM;66.1;3.3;87.7;841.0;*
7/1/21;11:00 AM;66.7;3.5;85.1;874.3;*
7/1/21;11:15 AM;68.0;3.1;82.2;905.5;*
7/1/21;11:30 AM;69.4;3.2;78.7;933.2;*
7/1/21;11:45 AM;70.7;2.6;75.5;955.8;*
7/1/21;12:00 PM;71.9;2.9;73.8;977.4;*
7/1/21;12:15 PM;73.7;2.7;70.8;993.4;*
7/1/21;12:30 PM;74.5;3.6;68.1;1005.6;*
7/1/21;12:45 PM;74.4;4.0;67.3;1015.9;*
7/1/21;1:00 PM;74.0;4.5;67.0;1022.1;*
7/1/21;1:15 PM;73.6;4.7;67.6;1025.2;*
7/1/21;1:30 PM;72.8;5.4;68.6;1023.4;*
7/1/21;1:45 PM;73.5;4.7;68.1;1018.2;*
7/1/21;2:00 PM;73.5;4.8;67.5;1005.6;*
7/1/21;2:15 PM;73.2;5.2;67.8;991.8;*
7/1/21;2:30 PM;72.5;6.5;67.9;974.9;*
7/1/21;2:45 PM;73.5;5.0;66.2;952.8;*
7/1/21;3:00 PM;73.1;5.5;66.5;924.1;*
7/1/21;3:15 PM;73.4;4.3;66.2;892.7;*
7/1/21;3:30 PM;72.7;5.1;67.0;856.9;*
7/1/21;3:45 PM;72.6;5.3;67.5;819.6;*
7/1/21;4:00 PM;71.9;5.7;68.3;776.3;*
7/1/21;4:15 PM;72.1;4.8;68.1;733.5;*
7/1/21;4:30 PM;71.8;5.1;68.0;685.0;*
7/1/21;4:45 PM;71.2;5.5;68.7;637.3;*
7/1/21;5:00 PM;71.2;4.0;69.0;586.4;*
7/1/21;5:15 PM;70.4;5.3;69.7;535.7;*
7/1/21;5:30 PM;70.3;4.3;69.8;484.2;*
7/1/21;5:45 PM;69.0;5.4;72.1;435.5;*
7/1/21;6:00 PM;68.4;4.7;73.2;386.0;*
7/1/21;6:15 PM;67.5;4.7;74.7;336.8;*
7/1/21;6:30 PM;66.5;4.2;77.0;285.4;*
7/1/21;6:45 PM;65.2;4.0;80.3;163.6;*
7/1/21;7:00 PM;64.3;5.3;82.9;51.3;*
7/1/21;7:15 PM;63.6;4.0;84.9;48.6;*
7/1/21;7:30 PM;62.6;4.9;87.8;36.2;*
7/1/21;7:45 PM;61.8;3.7;90.7;25.1;*
7/1/21;8:00 PM;61.2;2.6;92.8;13.4;*
7/1/21;8:15 PM;60.6;2.9;95.1;5.1;*
7/1/21;8:30 PM;59.9;2.7;97.6;0.3;*
7/1/21;8:45 PM;59.5;1.3;99.8;0.0;*
7/1/21;9:00 PM;59.5;2.6;100.0;0.2;*
7/1/21;9:15 PM;59.4;1.6;100.0;0.1;*
7/1/21;9:30 PM;59.4;2.9;100.0;0.1;*
7/1/21;9:45 PM;59.3;2.8;100.0;0.2;*
7/1/21;10:00 PM;58.8;2.0;100.0;0.0;*
7/1/21;10:15 PM;58.5;2.9;100.0;0.0;*
7/1/21;10:30 PM;58.3;2.7;100.0;0.0;*
7/1/21;10:45 PM;58.1;2.7;100.0;0.0;*
7/1/21;11:00 PM;57.7;0.1;100.0;0.0;*
7/1/21;11:15 PM;57.7;0.1;100.0;0.1;*
7/1/21;11:30 PM;57.8;0.1;100.0;0.1;*
7/1/21;11:45 PM;57.7;0.1;100.0;0.1;*
7/2/21;12:00 AM;57.7;0.1;100.0;0.0;*
7/2/21;12:15 AM;57.6;1.9;100.0;0.0;*
7/2/21;12:30 AM;57.7;1.2;100.0;0.0;*
7/2/21;12:45 AM;57.7;1.3;100.0;0.0;*
7/2/21;1:00 AM;57.6;1.5;100.0;0.3;*
7/2/21;1:15 AM;57.5;0.2;100.0;0.2;*
7/2/21;1:30 AM;57.6;0.1;100.0;0.2;*
7/2/21;1:45 AM;57.7;0.1;100.0;0.2;*
7/2/21;2:00 AM;57.5;0.1;100.0;0.1;*
7/2/21;2:15 AM;57.5;2.5;100.0;0.2;*
7/2/21;2:30 AM;57.3;1.6;100.0;0.1;*
7/2/21;2:45 AM;57.2;0.4;100.0;0.2;*
7/2/21;3:00 AM;57.1;0.3;100.0;0.1;*
7/2/21;3:15 AM;57.1;0.1;100.0;0.1;*
7/2/21;3:30 AM;57.0;0.1;100.0;0.0;*
7/2/21;3:45 AM;57.0;0.1;100.0;0.0;*
7/2/21;4:00 AM;56.8;0.1;100.0;0.0;*
7/2/21;4:15 AM;56.7;0.1;100.0;0.0;*
7/2/21;4:30 AM;56.8;0.1;100.0;0.0;*
7/2/21;4:45 AM;56.7;0.1;100.0;0.1;*
7/2/21;5:00 AM;56.6;0.1;100.0;0.0;*
7/2/21;5:15 AM;56.5;0.1;100.0;0.2;*
7/2/21;5:30 AM;56.6;0.1;100.0;0.2;*
7/2/21;5:45 AM;56.6;0.1;100.0;0.4;*
7/2/21;6:00 AM;56.6;0.1;100.0;1.5;*
7/2/21;6:15 AM;56.7;0.1;100.0;4.4;*
7/2/21;6:30 AM;56.9;0.1;100.0;10.0;*
7/2/21;6:45 AM;56.9;0.1;100.0;15.8;*
7/2/21;7:00 AM;56.9;0.1;100.0;23.3;*
7/2/21;7:15 AM;56.9;0.1;100.0;35.6;*
7/2/21;7:30 AM;56.9;0.1;100.0;41.4;*
7/2/21;7:45 AM;57.2;1.1;100.0;57.1;*
7/2/21;8:00 AM;57.3;0.6;100.0;69.4;*
7/2/21;8:15 AM;57.7;0.2;100.0;89.3;*
7/2/21;8:30 AM;57.9;0.8;100.0;107.9;*
7/2/21;8:45 AM;58.1;0.1;100.0;127.8;*
7/2/21;9:00 AM;58.6;0.1;100.0;150.2;*
7/2/21;9:15 AM;59.1;0.1;100.0;168.6;*
7/2/21;9:30 AM;59.5;0.1;100.0;225.3;*
7/2/21;9:45 AM;60.9;0.1;100.0;382.4;*
7/2/21;10:00 AM;62.1;2.1;98.1;451.2;*
7/2/21;10:15 AM;63.4;2.6;94.1;671.9;*
7/2/21;10:30 AM;65.0;2.4;89.0;819.3;*
7/2/21;10:45 AM;66.4;2.4;84.7;847.6;*
7/2/21;11:00 AM;67.4;3.0;81.6;885.0;*
7/2/21;11:15 AM;68.7;2.8;78.2;917.8;*
7/2/21;11:30 AM;70.3;2.9;75.2;946.2;*
7/2/21;11:45 AM;71.4;3.2;71.7;970.1;*
7/2/21;12:00 PM;72.6;2.9;69.2;989.9;*
7/2/21;12:15 PM;74.1;3.3;66.6;1004.9;*
7/2/21;12:30 PM;74.0;4.2;66.4;1017.9;*
7/2/21;12:45 PM;74.6;4.8;65.2;1024.4;*
7/2/21;1:00 PM;73.7;4.7;65.9;1029.3;*
7/2/21;1:15 PM;74.0;5.2;65.3;1030.0;*
7/2/21;1:30 PM;74.0;4.3;64.9;1026.5;*
7/2/21;1:45 PM;74.3;4.6;64.2;1017.6;*
7/2/21;2:00 PM;75.0;4.6;63.1;1006.0;*
7/2/21;2:15 PM;75.9;4.9;61.4;991.5;*
7/2/21;2:30 PM;74.6;6.7;62.3;975.5;*
7/2/21;2:45 PM;73.3;5.6;64.4;953.6;*
7/2/21;3:00 PM;73.0;5.5;65.3;924.8;*
7/2/21;3:15 PM;72.3;5.8;66.6;893.9;*
7/2/21;3:30 PM;72.4;5.1;65.9;857.7;*
7/2/21;3:45 PM;71.4;5.3;67.4;819.2;*
7/2/21;4:00 PM;71.3;4.5;68.3;778.6;*
7/2/21;4:15 PM;71.1;4.5;68.5;735.7;*
7/2/21;4:30 PM;70.0;5.1;70.0;689.1;*
7/2/21;4:45 PM;69.1;6.0;71.4;642.0;*
7/2/21;5:00 PM;68.5;5.6;72.5;593.0;*
7/2/21;5:15 PM;68.6;5.2;73.1;541.4;*
7/2/21;5:30 PM;67.8;4.9;73.7;490.5;*
7/2/21;5:45 PM;66.5;5.7;76.4;440.5;*
7/2/21;6:00 PM;65.8;4.0;78.2;389.9;*
7/2/21;6:15 PM;65.2;4.3;79.4;339.5;*
7/2/21;6:30 PM;64.7;4.1;80.2;287.4;*
7/2/21;6:45 PM;63.0;5.3;84.5;174.5;*
7/2/21;7:00 PM;61.4;4.4;89.6;49.6;*
7/2/21;7:15 PM;61.2;4.9;90.6;48.0;*
7/2/21;7:30 PM;60.1;5.0;93.5;35.8;*
7/2/21;7:45 PM;59.5;1.7;96.0;23.4;*
7/2/21;8:00 PM;59.1;1.4;97.3;15.5;*
7/2/21;8:15 PM;58.8;1.5;98.9;6.6;*
7/2/21;8:30 PM;58.6;1.5;99.8;0.7;*
7/2/21;8:45 PM;58.6;1.4;100.0;0.2;*
7/2/21;9:00 PM;58.5;2.2;100.0;0.0;*
7/2/21;9:15 PM;58.6;3.2;100.0;0.3;*
7/2/21;9:30 PM;58.5;0.7;100.0;0.2;*
7/2/21;9:45 PM;58.4;1.9;100.0;0.1;*
7/2/21;10:00 PM;58.2;1.7;100.0;0.0;*
7/2/21;10:15 PM;58.1;1.6;100.0;0.1;*
7/2/21;10:30 PM;58.1;0.6;100.0;0.2;*
7/2/21;10:45 PM;58.1;0.7;100.0;0.2;*
7/2/21;11:00 PM;57.9;1.1;100.0;0.0;*
7/2/21;11:15 PM;57.8;2.8;100.0;0.1;*
7/2/21;11:30 PM;57.5;0.5;100.0;0.1;*
7/2/21;11:45 PM;57.3;0.1;100.0;0.1;*
7/3/21;12:00 AM;57.4;0.1;100.0;0.1;*
7/3/21;12:15 AM;57.2;0.1;100.0;0.1;*
7/3/21;12:30 AM;57.0;0.1;100.0;0.0;*
7/3/21;12:45 AM;56.9;0.1;100.0;0.2;*
7/3/21;1:00 AM;57.0;0.1;100.0;0.1;*
7/3/21;1:15 AM;56.9;0.1;100.0;0.1;*
7/3/21;1:30 AM;56.9;0.1;100.0;0.1;*
7/3/21;1:45 AM;56.8;0.1;100.0;0.2;*
7/3/21;2:00 AM;56.8;0.1;100.0;0.1;*
7/3/21;2:15 AM;56.9;0.1;100.0;0.1;*
7/3/21;2:30 AM;56.9;0.1;100.0;0.0;*
7/3/21;2:45 AM;56.8;0.1;100.0;0.3;*
7/3/21;3:00 AM;56.8;0.1;100.0;0.3;*
7/3/21;3:15 AM;56.6;0.1;100.0;0.2;*
7/3/21;3:30 AM;56.6;0.1;100.0;0.0;*
7/3/21;3:45 AM;56.6;0.1;100.0;0.1;*
7/3/21;4:00 AM;56.5;0.1;100.0;0.0;*
7/3/21;4:15 AM;56.5;0.1;100.0;0.1;*
7/3/21;4:30 AM;56.5;0.1;100.0;0.1;*
7/3/21;4:45 AM;56.6;0.1;100.0;0.2;*
7/3/21;5:00 AM;56.5;0.1;100.0;0.2;*
7/3/21;5:15 AM;56.6;0.1;100.0;0.0;*
7/3/21;5:30 AM;56.5;0.1;100.0;0.1;*
7/3/21;5:45 AM;56.7;0.1;100.0;0.1;*
7/3/21;6:00 AM;56.4;0.1;100.0;1.2;*
7/3/21;6:15 AM;56.1;0.1;100.0;4.9;*
7/3/21;6:30 AM;56.1;0.1;100.0;13.2;*
7/3/21;6:45 AM;56.2;0.1;100.0;21.1;*
7/3/21;7:00 AM;56.2;0.1;100.0;32.4;*
7/3/21;7:15 AM;56.6;0.1;100.0;42.6;*
7/3/21;7:30 AM;56.3;0.1;100.0;46.0;*
7/3/21;7:45 AM;56.3;0.1;100.0;59.8;*
7/3/21;8:00 AM;56.6;0.1;100.0;112.1;*
7/3/21;8:15 AM;56.5;0.2;100.0;84.4;*
7/3/21;8:30 AM;56.9;0.1;100.0;136.0;*
7/3/21;8:45 AM;57.4;0.1;100.0;185.3;*
7/3/21;9:00 AM;57.7;2.1;100.0;212.5;*
7/3/21;9:15 AM;58.5;1.8;100.0;292.1;*
7/3/21;9:30 AM;60.2;1.6;99.8;568.2;*
7/3/21;9:45 AM;61.7;2.7;95.5;581.9;*
7/3/21;10:00 AM;63.4;2.7;90.7;724.8;*
7/3/21;10:15 AM;64.1;3.3;87.4;770.3;*
7/3/21;10:30 AM;65.3;2.8;84.9;819.4;*
7/3/21;10:45 AM;67.0;2.6;79.9;856.4;*
7/3/21;11:00 AM;69.4;1.9;75.7;889.8;*
7/3/21;11:15 AM;70.9;2.8;71.6;919.9;*
7/3/21;11:30 AM;72.2;2.7;67.9;947.3;*
7/3/21;11:45 AM;73.9;3.6;64.9;973.9;*
7/3/21;12:00 PM;74.4;4.3;63.1;996.8;*
7/3/21;12:15 PM;73.6;5.2;64.8;1015.1;*
7/3/21;12:30 PM;73.1;5.6;65.5;1026.8;*
7/3/21;12:45 PM;72.8;4.8;65.8;1034.5;*
7/3/21;1:00 PM;73.4;4.6;64.8;1039.7;*
7/3/21;1:15 PM;73.0;5.4;65.4;1040.1;*
7/3/21;1:30 PM;72.0;6.5;66.4;1037.4;*
7/3/21;1:45 PM;71.5;6.4;67.4;1029.3;*
7/3/21;2:00 PM;70.6;6.4;68.6;1017.9;*
7/3/21;2:15 PM;70.1;5.8;69.7;1003.4;*
7/3/21;2:30 PM;70.4;4.8;69.2;982.0;*
7/3/21;2:45 PM;70.0;5.2;69.9;958.0;*
7/3/21;3:00 PM;70.2;6.0;69.6;930.0;*
7/3/21;3:15 PM;70.8;6.1;68.4;898.8;*
7/3/21;3:30 PM;71.7;5.1;67.1;862.3;*
7/3/21;3:45 PM;72.1;4.5;66.1;823.9;*
7/3/21;4:00 PM;71.6;5.3;66.9;783.7;*
7/3/21;4:15 PM;71.2;6.0;67.1;742.8;*
7/3/21;4:30 PM;70.8;6.0;68.1;696.6;*
7/3/21;4:45 PM;68.7;5.5;71.2;647.0;*
7/3/21;5:00 PM;67.5;6.2;73.2;597.1;*
7/3/21;5:15 PM;66.6;5.3;75.4;547.2;*
7/3/21;5:30 PM;66.2;4.8;76.1;496.2;*
7/3/21;5:45 PM;66.1;4.3;76.3;445.1;*
7/3/21;6:00 PM;65.1;4.5;78.8;394.4;*
7/3/21;6:15 PM;64.3;4.8;80.5;344.2;*
7/3/21;6:30 PM;63.3;3.5;83.4;291.9;*
7/3/21;6:45 PM;61.8;4.2;87.5;181.0;*
7/3/21;7:00 PM;60.8;4.0;90.8;49.0;*
7/3/21;7:15 PM;59.8;2.9;93.2;38.8;*
7/3/21;7:30 PM;59.1;0.1;95.3;28.4;*
7/3/21;7:45 PM;58.5;0.1;97.1;24.8;*
7/3/21;8:00 PM;58.2;0.1;98.6;18.6;*
7/3/21;8:15 PM;58.0;0.1;99.7;6.7;*
7/3/21;8:30 PM;57.9;0.1;100.0;2.0;*
7/3/21;8:45 PM;57.7;0.1;100.0;0.3;*
7/3/21;9:00 PM;57.5;0.1;100.0;0.1;*
7/3/21;9:15 PM;57.2;0.1;100.0;0.0;*
7/3/21;9:30 PM;57.2;0.1;100.0;0.1;*
7/3/21;9:45 PM;56.9;0.1;100.0;0.1;*
7/3/21;10:00 PM;56.7;0.1;100.0;0.1;*
7/3/21;10:15 PM;56.4;0.1;100.0;0.1;*
7/3/21;10:30 PM;56.1;0.1;100.0;0.1;*
7/3/21;10:45 PM;56.1;0.1;100.0;0.1;*
7/3/21;11:00 PM;56.1;0.1;100.0;0.1;*
7/3/21;11:15 PM;56.0;0.1;100.0;0.0;*
7/3/21;11:30 PM;55.9;0.1;100.0;0.1;*
7/3/21;11:45 PM;55.8;0.1;100.0;0.2;*
7/4/21;12:00 AM;55.8;0.1;100.0;0.1;*
7/4/21;12:15 AM;55.8;0.1;100.0;0.1;*
7/4/21;12:30 AM;55.7;0.1;100.0;0.1;*
7/4/21;12:45 AM;55.7;0.1;100.0;0.0;*
7/4/21;1:00 AM;55.6;0.1;100.0;0.1;*
7/4/21;1:15 AM;55.4;0.1;100.0;0.1;*
7/4/21;1:30 AM;55.5;0.1;100.0;0.1;*
7/4/21;1:45 AM;55.4;0.1;100.0;0.0;*
7/4/21;2:00 AM;55.4;0.1;100.0;0.0;*
