Instructions:,time,type,ID,blood eye,mass,time,hematocrit %,hemoluzed,notes
* leave missing data blank,,,,,,,,,
* put done in photo files after putting them in data sheet,,,,,,,,,
* proper format given under each variable,,,,,,,,,
measurement_date,time_captured,type,individual_ID,blood_sample_eye,mass_g,time_processed,hematocrit_percent,hemolyzed,notes
YYYY/MM/DD,,exp/rehab,#,L/R/both,#,HH:MM (24h),#,Y/N,
2021/07/30,,rehab,271,R,8.7,9:24,28,Y,
2021/07/30,,rehab,272,R,8.8,9:44,25,N,
2021/07/30,,rehab,273,R,10.5,9:40,25,N,
2021/07/30,,rehab,274,R,10.6,9:35,39,Y,
2021/07/30,,rehab,275,R,8.9,9:21,40,N,
2021/07/30,,rehab,276,R,8.6,10:05,31,N,
2021/07/30,,rehab,277,R,7.8,9:19,24,N,
2021/07/30,,rehab,278,R,13.4,9:16,31,Y,
2021/07/30,,rehab,279,R,13.3,10:16,35,N,
2021/07/30,,rehab,280,R,8.1,9:20,33,N,
2021/07/30,,rehab,281,R,12.4,9:41,26,N,
2021/07/30,,rehab,282,R,11.2,10:03,23,Y,
2021/07/30,,rehab,285,R,9.3,9:49,20,N,
2021/07/30,,rehab,286,R,9.6,9:49,18,Y,
2021/07/30,,rehab,287,R,10.2,10:10,37,Y,
2021/07/30,,rehab,288,R,11.1,10:10,37,N,lost tail before mass
2021/07/30,,rehab,289,R,9.8,9:35,28,N,
2021/07/30,,rehab,290,R,13.2,9:48,28,N,
2021/07/30,,rehab,291,R,9,10:11,24,N,
2021/07/30,,rehab,292,R,9.7,9:45,26,N,
2021/07/30,,rehab,293,R,8.7,9:52,21,N,
2021/08/08,,exp,294,R,11.8,11:59,33,N,
2021/08/08,,exp,295,R,11.2,12:02,41,N,
2021/08/08,,exp,296,R,10.5,12:05,38,N,
2021/08/08,9:30,exp,297,R,12.5,12:07,38,N,
2021/08/08,,exp,298,R,14.3,12:13,44,N,
2021/08/08,,exp,299,R,13.9,12:14,32,N,
2021/08/08,,exp,300,R,12.9,12:20,36,N,
2021/08/08,9:55,exp,301,R,12,12:20,32,N,
2021/08/08,10:56,exp,302,R,9.7,12:26,38,N,
2021/08/08,10:14,exp,303,R,9.6,12:24,41,N,
2021/08/08,10:15,exp,304,R,11.4,12:28,35,N,
2021/08/08,,exp,305,R,11.8,12:30,36,Y,slightly hemolized
2021/08/08,9:15,exp,306,R,11.3,12:38,39,Y,slightly hemolized
2021/08/08,10:05,exp,307,R,11.7,12:42,38,N,
2021/08/08,,exp,308,R,11.4,12:48,38,N,
2021/08/08,,exp,309,R,13.3,12:51,38,N,
2021/08/08,,exp,310,R,11.1,12:55,35,N,
2021/08/08,9:25,exp,311,R,12.4,12:58,43,N,
2021/08/08,,exp,312,R,10.2,13:01,36,N,
2021/08/08,,exp,313,R,10.4,13:04,39,N,
2021/08/08,10:42,exp,314,R,11,13:07,33,N,
2021/08/08,,exp,315,R,11,13:10,35,N,
2021/08/08,,exp,316,R,10.9,13:13,37,N,
2021/08/08,13:28,exp,317,R,11.8,13:35,40,N,
2021/08/08,,exp,318,R,9.7,13:46,34,N,
2021/08/08,,exp,319,R,12.2,13:53,33,N,
2021/08/08,10:28,exp,320,R,10.6,13:56,33,N,
2021/08/08,,exp,321,R,11.3,14:00,34,N,
,,,,,,,,,
2021/08/12,,exp,294,R,10.6,10:42,24,,
2021/08/12,,exp,295,R,10.8,9:50,22,,
2021/08/12,,exp,296,R,9.6,10:32,29,,
2021/08/12,,exp,297,R,12,9:34,35,Y,
2021/08/12,,exp,298,R,14,9:51,35,,
2021/08/12,,exp,299,R,13.7,9:24,45,Y,
2021/08/12,,exp,300,R,11.8,10:24,30,,
2021/08/12,,exp,301,R,10.6,10:17,28,,
2021/08/12,,exp,302,R,8.7,10:45,26,,
2021/08/12,,exp,303,R,8.8,10:36,27,,
2021/08/12,,exp,304,R,10.8,10:01,33,,
2021/08/12,,exp,305,R,11.2,9:45,28,,
2021/08/12,,exp,306,R,10.1,10:11,39,,
2021/08/12,,exp,307,R,11,10:49,35,,
2021/08/12,,exp,308,R,11.3,9:59,32,,
2021/08/12,,exp,309,R,12.4,10:09,37,,
2021/08/12,,exp,310,R,10.7,10:04,33,,
2021/08/12,,exp,311,R,11.8,9:41,36,,
2021/08/12,,exp,312,R,9.7,9:26,39,Y,
2021/08/12,,exp,313,R,9.4,10:27,36,,
2021/08/12,,exp,314,R,103,10:51,28,,
2021/08/12,,exp,315,R,10.2,10:23,32,,
2021/08/12,,exp,316,R,10.4,9:25,37,,
2021/08/12,,exp,317,R,11.3,9:46,31,,
2021/08/12,,exp,318,R,9,11:12,28,,
2021/08/12,,exp,319,R,11.4,10:36,26,,
2021/08/12,,exp,320,R,10.1,9:56,31,,
2021/08/12,,exp,321,R,10.4,10:28,30,,
,,,,,,,,,
,,,,,,,,,
2021/08/13,,exp,294,,10.5,10:20,,,
2021/08/13,,exp,295,,10.5,9:59,,,
2021/08/13,,exp,296,,9.4,10:17,,,
2021/08/13,,exp,297,,11.9,10:12,,,
2021/08/13,,exp,298,,13.8,10:00,,,
2021/08/13,,exp,299,,13.6,10:04,,,
2021/08/13,,exp,300,,11.5,10:25,,,
2021/08/13,,exp,301,,10.1,10:24,,,
2021/08/13,,exp,302,,8.5,10:19,,,
2021/08/13,,exp,303,,8.4,10:17,,,
2021/08/13,,exp,304,,10.4,10:02,,,
2021/08/13,,exp,305,,11.1,10:11,,,
2021/08/13,,exp,306,,9.9,10:23,,,
2021/08/13,,exp,307,,10.8,10:19,,,
2021/08/13,,exp,308,,10.9,10:01,,,
2021/08/13,,exp,309,,12,10:21,,,
2021/08/13,,exp,310,,10.3,10:02,,,
2021/08/13,,exp,311,,11.6,10:05,,,
2021/08/13,,exp,312,,9.7,10:03,,,
2021/08/13,,exp,313,,9.1,10:27,,,
2021/08/13,,exp,314,,10.1,10:18,,,
2021/08/13,,exp,315,,9.9,10:25,,,
2021/08/13,,exp,316,,10.3,10:03,,,
2021/08/13,,exp,317,,11,9:59,,,
2021/08/13,,exp,318,,8.8,10:04,,,
2021/08/13,,exp,319,,10.8,10:20,,,
2021/08/13,,exp,320,,9.8,10:01,,,
2021/08/13,,exp,321,,9.9,10:26,,,
,,,,,,,,,
2021/08/14,,exp,294,,10.2,11:55,,,
2021/08/14,,exp,295,,10.4,11:24,,,
2021/08/14,,exp,296,,9.2,11:49,,,
2021/08/14,,exp,297,,11.9,11:41,,,
2021/08/14,,exp,298,,13.4,11:23,,,
2021/08/14,,exp,299,,13.6,11:38,,,
2021/08/14,,exp,300,,11.4,12:10,,,
2021/08/14,,exp,301,,10,12:01,,,CM is 9
2021/08/14,,exp,302,,8.3,11:57,,,CM is 7.3
2021/08/14,,exp,303,,8.4,11:50,,,
2021/08/14,,exp,304,,10.6,11:28,,,
2021/08/14,,exp,305,,109,11:42,,,
2021/08/14,,exp,306,,9.7,12:02,,,
2021/08/14,,exp,307,,10.7,11:58,,,
2021/08/14,,exp,308,,11.1,11:30,,,
2021/08/14,,exp,309,,11.8,12:04,,,
2021/08/14,,exp,310,,10.6,11:32,,,
2021/08/14,,exp,311,,11.5,11:43,,,
2021/08/14,,exp,312,,9.8,11:37,,,
2021/08/14,,exp,313,,9,12:11,,,
2021/08/14,,exp,314,,9.9,11:52,,,
2021/08/14,,exp,315,,9.8,12:08,,,
2021/08/14,,exp,316,,10.2,11:36,,,
2021/08/14,,exp,317,,11,11:22,,,
2021/08/14,,exp,318,,8.5,11:38,,,
2021/08/14,,exp,319,,10.7,11:55,,,
2021/08/14,,exp,320,,9.9,11:29,,,
2021/08/14,,exp,321,,9.8,12:08,,,
2021/08/15,,exp,294,,10.1,14:18,,,
2021/08/15,,exp,295,,10.4,13:53,,,
2021/08/15,,exp,296,,9.1,14:13,,,
2021/08/15,,exp,297,,11.7,13:48,,,
2021/08/15,,exp,298,,13.4,13:54,,,
2021/08/15,,exp,299,,13.3,13:43,,,
2021/08/15,,exp,300,,11.2,14:08,,,
2021/08/15,,exp,301,,9.9,14:02,,,".9 away, shedding"
2021/08/15,,exp,302,,8.1,14:19,,,.8 awaay
2021/08/15,,exp,303,,8.2,14:12,,,1g away
2021/08/15,,exp,304,,10.6,13:58,,,
2021/08/15,,exp,305,,10.9,13:49,,,
2021/08/15,,exp,306,,9.5,14:04,,,CM is 8.5
2021/08/15,,exp,307,,10.6,14:20,,,
2021/08/15,,exp,308,,11.1,13:57,,,
2021/08/15,,exp,309,,11.6,14:05,,,
2021/08/15,,exp,310,,10.6,13:57,,,
2021/08/15,,exp,311,,11.4,13:49,,,
2021/08/15,,exp,312,,9.7,13:41,,,
2021/08/15,,exp,313,,8.8,14:10,,,CM is 7.8
2021/08/15,,exp,314,,9.7,14:14,,,
2021/08/15,,exp,315,,9.7,14:09,,,
2021/08/15,,exp,316,,10.1,13:45,,,
2021/08/15,,exp,317,,11,13:52,,,
2021/08/15,,exp,318,,8.4,13:42,,,
2021/08/15,,exp,319,,10.6,14:17,,,
2021/08/15,,exp,320,,9.9,13:59,,,
2021/08/15,,exp,321,,9.8,14:07,,,
2021/08/16,,exp,294,R,9.9,9:30,19,,
2021/08/16,,exp,295,R,10.4,9:42,24,,
2021/08/16,,exp,296,R,9.1,9:36,22,,
2021/08/16,,exp,297,R,11.7,8:51,32,,
2021/08/16,,exp,298,R,13.4,9:56,25,,
2021/08/16,,exp,299,R,13.2,9:38,33,,
2021/08/16,,exp,300,R,11.1,9:14,26,,
2021/08/16,,exp,301,R,9.7,9:39,21,,
2021/08/16,,exp,302,R,8,9:49,23,,
2021/08/16,,exp,303,R,8.2,9:34,23,,
2021/08/16,,exp,304,R,10.6,9:44,28,,"already toe clipped, taking out of study"
2021/08/16,,exp,305,R,10.8,9:25,13,,
2021/08/16,,exp,306,R,9.5,9:42,25,,
2021/08/16,,exp,307,R,10.6,9:52,25,,
2021/08/16,,exp,308,R,11.1,9:22,24,,
2021/08/16,,exp,309,R,11.5,9:45,26,Y,
2021/08/16,,exp,310,R,10.5,9:30,25,,
2021/08/16,,exp,311,L,11.3,8:57,14,,
2021/08/16,,exp,312,R,9.7,9:55,33,,
2021/08/16,,exp,313,R,8.7,8:54,26,,
2021/08/16,,exp,314,R,9.6,9:21,24,,
2021/08/16,,exp,315,R,9.6,8:46,24,,
2021/08/16,,exp,316,R,10.2,9:34,32,Y,
2021/08/16,,exp,317,R,11,9:19,23,,
2021/08/16,,exp,318,R,8.3,9:47,22,Y,
2021/08/16,,exp,319,R,10.5,9:25,18,,
2021/08/16,,exp,320,R,9.9,9:57,21,Y,
2021/08/16,,exp,321,R,9.7,9:00,24,,
2021/08/18,,rehab,294,R,10.7,10:14,15,,
2021/08/18,,rehab,295,R,9.8,9:30,25,,
2021/08/18,,rehab,296,R,9.2,9:20,23,Y,
2021/08/18,,rehab,297,R,12.8,9:25,23,,
2021/08/18,,rehab,298,R,13.1,9:53,24,,
2021/08/18,,rehab,299,R,13.5,9:43,31,,
2021/08/18,,rehab,300,R,11,9:21,24,,
2021/08/18,,rehab,301,R,9.4,10:04,20,,
2021/08/18,,rehab,302,R,8.1,9:25,18,Y,
2021/08/18,,rehab,303,R,8.8,9:32,19,Y,
2021/08/18,,rehab,305,R,12.7,10:05,20,,
2021/08/18,,rehab,306,R,9.8,9:44,25,,
2021/08/18,,rehab,307,R,11.1,9:16,24,,
2021/08/18,,rehab,308,R,11.3,9:56,20,,
2021/08/18,,rehab,309,R,12.3,10:37,30,,
2021/08/18,,rehab,310,R,12.5,9:48,23,,
2021/08/18,,rehab,311,R,12.4,10:07,22,,
2021/08/18,,rehab,312,R,11.3,10:00,33,,
2021/08/18,,rehab,313,R,9.2,9:59,26,,
2021/08/18,,rehab,314,R,10.8,10:27,20,,
2021/08/18,,rehab,315,R,9.5,9:11,19,,
2021/08/18,,rehab,316,R,10.3,9:50,29,,
2021/08/18,,rehab,317,R,10.9,9:39,28,,
2021/08/18,,rehab,318,R,8,9:56,24,,
2021/08/18,,rehab,319,R,10.7,10:34,19,,
2021/08/18,,rehab,320,R,10.6,10:30,25,,
2021/08/18,,rehab,321,R,9.8,9:46,24,,
