"","date","individual_ID","CEWL_g_m2h","msmt_temp_C","msmt_RH_percent","time_c_temp","day","cloacal_temp_C","date_time"
"251",2021-08-22,"339",32.712,26.72,50.5,2022-01-13 15:08:00,"capture",27,2021-08-22 15:08:00
"252",2021-08-22,"340",29.4,26.72,50.66,2022-01-13 15:13:00,"capture",26,2021-08-22 15:13:00
"253",2021-08-22,"341",30.238,26.84,50.3,2022-01-13 15:19:00,"capture",25,2021-08-22 15:19:00
"254",2021-08-30,"322",25.995,25.725,54,2022-01-13 11:04:00,"post-exp",26,2021-08-30 11:04:00
"255",2021-08-30,"323",27.9466666666667,25.4,52.9666666666667,2022-01-13 10:37:00,"post-exp",25,2021-08-30 10:37:00
"256",2021-08-30,"324",30.05,25.275,52.4,2022-01-13 09:55:00,"post-exp",26,2021-08-30 09:55:00
"257",2021-08-30,"325",35.968,25.3,53.04,2022-01-13 10:25:00,"post-exp",25,2021-08-30 10:25:00
"258",2021-08-30,"326",34.528,25.32,52.84,2022-01-13 10:14:00,"post-exp",26,2021-08-30 10:14:00
"259",2021-08-30,"327",25.565,25.075,52.55,2022-01-13 09:44:00,"post-exp",27,2021-08-30 09:44:00
"260",2021-08-30,"328",22.105,25.275,52.8,2022-01-13 10:07:00,"post-exp",26,2021-08-30 10:07:00
"261",2021-08-30,"329",24.9725,25.225,52.275,2022-01-13 09:49:00,"post-exp",26,2021-08-30 09:49:00
"262",2021-08-30,"330",38.012,25.9,56.16,2022-01-13 11:32:00,"post-exp",26,2021-08-30 11:32:00
"263",2021-08-30,"331",23.956,25.74,53.06,2022-01-13 10:56:00,"post-exp",26,2021-08-30 10:56:00
"264",2021-08-30,"332",40.64,25.6333333333333,56.1,2022-01-13 11:19:00,"post-exp",24,2021-08-30 11:19:00
"265",2021-08-30,"333",28.618,25.34,53.26,2022-01-13 10:32:00,"post-exp",24,2021-08-30 10:32:00
"266",2021-08-30,"334",26.384,24.98,52.84,2022-01-13 09:36:00,"post-exp",28,2021-08-30 09:36:00
"267",2021-08-30,"335",27.96,25.54,53.52,2022-01-13 10:49:00,"post-exp",25,2021-08-30 10:49:00
"268",2021-08-30,"336",30.678,24.8,53.38,2022-01-13 09:31:00,"post-exp",26,2021-08-30 09:31:00
"269",2021-08-30,"337",31.68,25.36,53.26,2022-01-13 10:20:00,"post-exp",26,2021-08-30 10:20:00
"270",2021-08-30,"338",34.2166666666667,25.7666666666667,55.3333333333333,2022-01-13 11:12:00,"post-exp",25,2021-08-30 11:12:00
"271",2021-08-30,"339",30.0533333333333,25.8,55.8,2022-01-13 11:25:00,"post-exp",26,2021-08-30 11:25:00
"272",2021-08-30,"340",36.45,25.3,52.62,2022-01-13 10:00:00,"post-exp",27,2021-08-30 10:00:00
"273",2021-08-30,"341",25.675,25.325,53.15,2022-01-13 10:43:00,"post-exp",26,2021-08-30 10:43:00
